"uniqueid","person","trip","tour","home_taz","orig","dest","time","mode","inbound","tourpurpose","income_group","inc","hhsize","license","sex","age"
232000,2,3,1,929,12,38,1,"SOV",1,"W","Low",20,2,1,2,21
234285,3,6,2,929,49,16,5,"HOV3",2,"S","Med",60,4,0,1,15
231180,3,2,1,930,20,18,5,"HOV2",2,"W","Med",50,3,0,1,18
232096,1,1,2,930,11,9,1,"HOV2",0,"W","Med",55,2,1,1,25
232495,6,2,1,930,46,1,1,"Walk",2,"K","Med",70,12,0,2,10
234064,4,1,1,930,42,42,1,"Bike",0,"S","Med",45,4,0,2,10
233342,3,1,1,932,32,41,1,"HOV2",0,"S","Med",55,4,0,2,10
234514,1,2,1,932,38,9,1,"SOV",2,"W","Med",95,2,1,1,57
258780,2,2,1,933,33,50,1,"HOV2",2,"P","Med",30,3,0,1,4
258515,1,2,1,935,39,40,5,"SOV",2,"W","High",110,2,1,1,53
258683,1,1,1,935,30,21,5,"HOV2",0,"T","Low",20,2,1,1,67
258943,1,1,1,935,18,43,1,"HOV2",0,"W","Med",25,2,1,1,25
259070,3,1,1,935,24,18,1,"Walk",0,"S","Low",20,4,0,1,13
259605,5,2,1,935,48,23,1,"Walk",2,"S","Low",15,6,0,2,13
259922,20,1,1,935,36,47,1,"HOV3",0,"S","Med",30,20,0,1,12
258455,1,2,2,936,15,34,1,"SOV",0,"W","Med",45,3,1,1,45
258614,2,3,1,936,20,13,1,"SOV",1,"W","Med",85,4,1,2,40
258788,1,2,1,936,40,31,5,"SOV",2,"W","Med",75,2,1,1,77
258815,3,2,1,936,31,35,5,"HOV2",2,"S","Low",0,5,0,1,13
259163,2,3,4,936,48,46,5,"HOV2",2,"H","High",125,2,1,2,73
259669,1,1,2,936,44,1,5,"HOV2",0,"K","Med",55,4,1,1,40
214645,8,3,2,937,26,46,1,"HOV3",2,"L","Med",35,13,1,1,31
214702,2,1,1,937,14,45,1,"HOV2",0,"K","Med",30,2,1,2,29
214811,2,2,2,937,5,12,1,"SOV",2,"H","Med",40,2,1,2,61
215251,1,2,1,937,19,32,5,"HOV2",2,"P","Med",40,2,1,1,48
214849,2,3,4,938,15,16,5,"HOV3",2,"P","Med",70,4,1,2,25
214935,3,2,1,938,31,26,1,"HOV3",0,"W","Med",95,4,0,1,32
215097,1,2,1,938,41,25,1,"SOV",2,"P","Low",15,1,1,2,86
261177,2,2,1,942,20,4,1,"HOV2",2,"K","Med",55,5,1,2,47
261477,1,1,3,942,35,19,1,"SOV",0,"L","Med",25,6,1,1,58
261506,2,1,1,942,33,42,1,"HOV3",0,"H","Med",65,5,1,2,46
262393,8,2,2,942,11,6,1,"HOV3",2,"H","Med",95,12,0,1,13
330941,2,1,2,942,30,38,1,"HOV2",0,"K","Med",40,3,1,2,33
255811,4,2,3,1001,29,13,1,"HOV3",2,"K","Med",70,12,1,2,33
255341,1,1,3,1002,21,23,5,"HOV2",0,"P","Med",40,2,1,1,50
255733,1,1,2,1002,23,33,1,"Walk",0,"H","Med",35,2,1,1,59
254987,2,2,1,1003,34,18,1,"SOV",2,"W","Med",35,2,1,2,57
255396,1,2,2,1003,10,10,5,"HOV3",2,"K","Med",35,4,1,2,42
255770,1,1,2,1003,17,16,1,"SOV",0,"L","Low",20,1,1,1,78
256017,3,2,1,1003,41,33,1,"SOV",2,"S","Med",80,4,1,1,21
256216,1,2,1,1003,27,28,5,"SOV",0,"S","Med",40,1,1,2,62
256254,2,1,1,1003,3,32,1,"HOV2",0,"P","Low",10,2,0,2,78
256475,1,2,2,1003,34,14,5,"Walk",2,"H","Med",70,4,1,1,55
251498,3,2,1,1004,22,44,1,"HOV3",2,"H","Med",25,4,1,1,33
251706,2,6,1,1004,21,39,5,"SOV",2,"W","Med",55,2,1,1,40
252717,6,1,1,1004,1,32,1,"HOV3",0,"S","Med",75,6,0,2,11
252721,1,1,3,1004,19,23,5,"Walk",0,"R","Low",15,1,1,2,72
252943,2,3,1,1004,5,17,1,"SOV",2,"W","Med",30,2,1,2,58
251091,2,2,1,1005,36,14,5,"HOV2",2,"P","Med",45,2,1,1,29
253019,1,5,1,1005,21,41,5,"SOV",2,"W","Med",35,3,1,1,25
253875,11,2,1,1005,36,46,5,"HOV2",2,"S","Med",60,12,0,1,9
250998,3,2,1,1007,47,49,1,"HOV2",2,"P","Med",85,3,1,2,39
251601,2,4,2,1007,39,30,1,"HOV2",2,"K","Med",45,5,1,2,46
252890,1,1,3,1007,46,2,5,"HOV3",0,"R","High",500,2,1,1,62
252917,2,4,2,1007,20,24,1,"HOV2",2,"P","Low",20,2,0,2,75
254353,2,1,1,1007,41,6,1,"SOV",0,"W","Med",85,5,1,2,48
252205,1,1,1,1008,10,19,1,"SOV",2,"W","Low",5,1,1,2,22
254393,2,3,3,1008,4,46,5,"HOV2",2,"K","Low",20,5,1,2,30
307072,1,3,1,1010,40,48,1,"SOV",2,"S","Med",50,1,1,2,84
306543,2,2,1,1011,11,14,5,"SOV",2,"W","Med",65,2,1,2,48
257210,4,2,1,1013,12,48,5,"HOV2",2,"W","Med",70,12,1,2,33
257284,1,1,1,1013,6,3,1,"Walk",0,"T","Med",25,1,1,1,51
257342,14,1,1,1013,14,35,1,"HOV3",0,"S","High",105,16,0,1,12
257376,3,3,1,1013,16,44,1,"HOV3",2,"K","High",175,12,1,2,36
246875,1,1,2,1017,47,8,5,"HOV2",0,"K","Med",35,2,1,1,78
243933,1,1,1,1018,19,30,1,"HOV2",2,"W","Low",-5,1,1,2,62
244979,2,4,1,1018,8,20,1,"HOV2",2,"R","Med",55,2,0,2,73
245256,2,3,1,1018,16,17,1,"SOV",2,"K","Med",35,5,1,2,30
246102,1,5,2,1018,22,45,5,"SOV",2,"K","Med",45,4,1,2,55
247021,1,3,2,1018,7,6,5,"SOV",2,"W","Low",20,3,1,2,30
247399,3,2,1,1018,16,49,1,"HOV2",2,"K","Med",35,4,1,1,44
245112,1,2,1,1019,8,33,1,"HOV2",2,"H","Med",45,2,1,1,71
245906,3,2,1,1019,8,40,5,"HOV3",2,"S","Low",20,5,0,2,17
245201,1,3,2,1020,38,15,5,"HOV2",2,"R","Med",55,2,1,1,78
245363,1,2,1,1020,2,3,5,"SOV",2,"W","Med",50,6,1,1,45
245536,2,2,1,1020,29,45,5,"SOV",2,"W","High",120,2,1,2,76
245976,1,2,1,1020,12,5,5,"SOV",2,"W","High",135,2,1,1,60
244308,1,2,3,1022,1,15,5,"Walk",2,"K","Low",15,1,0,2,83
245311,1,2,1,1022,37,9,5,"SOV",2,"W","Med",40,6,1,1,46
245840,5,2,1,1022,12,40,1,"HOV3",2,"S","Med",70,13,0,2,39
246337,1,1,2,1022,24,4,1,"SOV",0,"W","Med",30,6,1,2,40
246707,4,2,1,1022,27,2,1,"HOV3",2,"S","Low",0,4,0,1,6
248128,1,2,1,1023,31,31,1,"HOV3",2,"K","Low",10,4,1,2,34
248153,20,1,1,1023,44,40,1,"Walk",0,"S","Med",30,20,0,1,12
248259,1,1,1,1023,26,47,1,"Walk",0,"W","Low",10,1,0,1,22
249063,1,6,1,1023,46,3,1,"SOV",0,"W","High",100,2,1,1,57
249381,2,1,1,1023,3,3,1,"SOV",0,"W","High",125,4,1,2,50
248013,1,1,1,1024,31,2,1,"SOV",0,"W","Med",55,4,1,1,40
248434,1,1,1,1024,2,33,1,"SOV",0,"H","Low",10,1,1,2,54
248589,1,3,1,1024,21,26,1,"SOV",2,"R","Low",10,1,1,2,53
248777,1,3,1,1024,44,14,5,"SOV",2,"W","Med",60,4,1,1,41
250780,1,1,1,1024,45,25,1,"SOV",0,"H","High",175,2,1,1,60
370950,3,1,2,1025,32,30,5,"HOV3",0,"R","Med",55,11,1,1,22
369382,1,2,2,1026,29,11,1,"HOV2",2,"P","Med",25,2,0,2,74
369430,1,1,1,1026,26,50,1,"HOV2",0,"K","Med",55,5,1,1,23
369491,2,2,1,1026,34,11,5,"Walk",2,"L","Low",0,3,1,2,25
369580,4,2,2,1026,37,45,1,"HOV3",2,"K","Low",15,6,1,2,19
370027,2,2,5,1026,30,16,5,"Walk",2,"K","Med",65,4,1,2,37
370454,1,1,1,1026,40,30,1,"SOV",0,"W","Med",55,3,1,1,31
370778,5,2,2,1026,10,46,5,"HOV3",2,"K","High",150,5,0,2,0
370952,1,2,1,1028,14,43,1,"SOV",2,"P","Med",30,1,1,1,81
369243,1,2,1,1029,50,8,1,"HOV3",2,"S","Low",15,4,1,1,27
221889,16,1,3,1031,15,29,5,"Walk",0,"W","High",105,16,1,1,36
222132,13,2,3,1031,32,11,5,"HOV3",2,"K","Med",35,13,0,1,1
222444,1,5,2,1031,17,5,5,"HOV3",2,"T","Low",15,4,1,2,36
221378,1,6,1,1032,20,8,5,"HOV2",2,"S","Med",70,4,1,1,42
239308,3,2,1,1033,31,13,1,"SOV",2,"W","Med",80,5,1,1,19
241465,1,2,1,1034,16,4,5,"Walk",2,"W","Low",20,4,1,1,61
242394,4,2,1,1034,46,32,1,"HOV2",2,"S","High",115,4,0,2,16
240709,1,1,2,1036,27,21,1,"SOV",0,"W","Med",35,5,1,2,35
242017,4,2,1,1036,8,28,1,"HOV3",2,"S","Med",65,5,0,1,16
242532,1,1,4,1036,33,43,5,"SOV",0,"P","Med",45,4,1,1,37
242914,2,2,1,1036,18,28,1,"HOV2",2,"P","Med",45,2,0,1,26
239433,1,1,1,1037,20,42,1,"SOV",0,"P","Med",45,6,1,1,38
239457,1,2,3,1037,20,20,5,"Walk",2,"K","Low",10,2,0,1,75
240441,1,4,2,1037,50,39,1,"SOV",2,"L","Low",10,1,1,2,77
242823,1,3,1,1037,20,37,1,"SOV",1,"W","Med",50,2,1,1,31
239233,13,1,2,1038,6,9,1,"HOV3",0,"K","Med",35,13,0,1,1
239394,5,2,2,1038,23,18,1,"SOV",0,"W","Med",90,5,1,1,38
243228,3,2,1,1038,2,36,5,"HOV3",2,"S","Med",45,4,0,1,13
242892,1,2,2,1039,18,7,1,"SOV",2,"W","Med",25,1,1,1,49
374663,3,1,1,1040,42,39,1,"HOV3",0,"S","High",100,3,0,1,1
374443,1,2,1,1041,40,27,1,"HOV3",2,"R","Med",95,3,1,1,44
374571,2,10,4,1041,24,9,5,"SOV",2,"P","Med",55,5,1,2,39
373476,2,2,2,1042,35,8,5,"HOV3",2,"H","High",120,3,1,2,47
374136,4,1,2,1042,15,12,5,"HOV3",0,"S","Med",90,6,1,2,17
374298,4,3,1,1042,39,24,5,"HOV3",2,"L","Med",55,4,0,2,1
374639,2,2,4,1043,5,47,5,"SOV",2,"K","Med",40,3,1,2,50
374799,6,2,2,1043,46,35,5,"HOV3",2,"T","Med",65,6,0,1,3
224044,2,1,1,1044,6,23,1,"SOV",0,"R","Med",45,3,1,2,42
224187,3,1,1,1044,6,10,1,"Walk",0,"R","High",105,16,0,1,28
225693,1,6,1,1044,29,46,1,"SOV",2,"W","High",140,5,1,1,48
224135,2,1,3,1045,31,26,1,"HOV2",0,"K","Low",15,2,1,2,63
225918,4,3,2,1045,43,21,5,"HOV3",2,"K","Med",90,5,1,2,20
225540,4,2,2,1046,18,49,1,"HOV3",2,"P","Med",80,4,0,2,4
225898,2,2,1,1046,33,46,1,"HOV2",2,"S","Low",20,4,0,2,15
222989,2,1,1,1047,28,44,1,"HOV3",0,"K","Low",-5,2,1,2,57
223073,1,6,1,1047,23,22,5,"SOV",2,"W","Med",70,3,1,1,50
223195,4,2,1,1047,33,37,5,"SOV",2,"W","Med",30,4,1,1,36
223528,1,4,1,1047,23,10,1,"HOV2",0,"W","Med",55,2,1,1,57
225764,3,4,1,1047,2,43,1,"SOV",1,"W","High",145,5,1,1,25
207556,2,2,1,1048,44,6,1,"HOV2",2,"R","Med",35,2,1,2,29
206147,1,2,1,1049,40,35,1,"SOV",2,"K","Med",25,2,1,2,25
207421,1,3,2,1049,8,39,1,"SOV",2,"W","Med",95,2,1,1,57
208356,1,2,1,1049,26,32,1,"SOV",2,"L","Low",0,1,1,1,39
206388,2,2,2,1050,49,50,1,"HOV3",2,"H","Med",55,2,1,1,49
206527,1,2,2,1050,3,48,1,"SOV",1,"W","High",500,2,1,1,58
206986,1,1,1,1050,11,44,1,"HOV2",0,"W","Med",55,2,1,1,26
207530,3,1,3,1050,16,19,5,"HOV2",0,"S","Med",25,6,1,2,19
207646,2,2,1,1050,10,7,1,"SOV",2,"P","High",150,2,1,2,55
208316,4,1,2,1050,42,24,5,"HOV3",0,"L","Med",65,6,0,2,16
205068,1,1,1,1051,27,23,5,"SOV",0,"P","Low",5,1,1,2,68
205070,1,1,1,1051,35,27,1,"SOV",0,"R","Low",20,1,1,2,70
205100,9,2,1,1051,43,27,5,"HOV2",2,"S","Med",35,15,0,1,11
205240,10,2,1,1051,14,39,1,"HOV3",2,"S","High",105,16,0,1,7
205397,5,2,1,1051,14,23,1,"HOV3",2,"S","Med",75,5,0,2,9
207462,1,2,2,1051,14,23,1,"HOV3",2,"K","Med",60,4,1,2,36
208341,3,1,1,1051,33,26,1,"HOV3",0,"W","Med",40,3,1,1,29
216223,8,3,1,1052,35,12,5,"HOV2",2,"S","High",105,16,0,1,9
217286,11,2,1,1052,23,38,5,"HOV3",2,"K","Med",60,12,0,1,9
217310,2,2,1,1052,44,19,1,"SOV",2,"L","Low",20,4,1,1,57
217495,1,4,1,1052,27,1,1,"SOV",2,"H","Low",5,1,1,1,48
217727,4,2,1,1052,43,17,1,"HOV3",2,"K","Med",75,4,0,1,3
217754,1,4,1,1053,11,47,5,"SOV",2,"W","Med",85,2,1,1,43
218167,3,6,1,1053,16,34,1,"SOV",2,"W","Med",75,3,1,1,43
215867,10,1,2,1054,32,34,1,"HOV2",0,"T","Med",65,12,1,2,32
216164,2,2,1,1054,24,33,5,"HOV3",2,"K","Med",45,4,1,2,54
216350,1,1,1,1054,46,43,1,"HOV2",0,"W","High",275,3,1,1,61
218543,11,1,1,1100,21,19,1,"Walk",0,"K","Med",35,13,0,1,2
218702,1,3,2,1100,7,44,5,"HOV2",2,"H","Med",35,3,1,1,26
219405,1,2,1,1100,26,34,1,"SOV",2,"W","High",110,2,1,1,42
219680,3,3,2,1100,38,22,5,"SOV",2,"W","High",100,3,1,1,25
219742,11,2,2,1100,18,44,1,"Walk",2,"S","Med",60,12,0,1,9
219824,4,2,1,1100,21,10,5,"HOV2",2,"W","Med",45,4,1,1,21
220230,1,1,1,1101,33,3,1,"HOV2",0,"H","Low",10,1,1,2,70
220420,1,3,1,1101,39,22,5,"HOV3",2,"T","Low",10,1,1,2,84
218690,1,5,1,1102,48,9,1,"SOV",2,"H","Low",10,1,1,1,49
334274,8,2,2,1104,13,49,5,"HOV3",2,"K","Med",40,12,0,1,12
334802,1,2,1,1104,21,17,1,"SOV",2,"P","Med",35,6,0,1,47
335141,5,2,1,1104,38,26,1,"HOV3",2,"S","Med",60,12,0,2,10
331557,2,3,1,1105,37,5,1,"HOV2",2,"K","Low",5,5,1,2,41
331647,2,1,1,1105,11,46,1,"HOV2",0,"K","Med",80,4,1,2,41
332390,1,1,1,1105,15,12,1,"SOV",0,"W","Med",90,12,1,1,48
333670,5,1,1,1105,33,17,1,"Walk",0,"K","Med",70,5,0,2,2
333960,1,1,1,1105,20,13,1,"HOV2",2,"W","Med",80,5,1,1,48
334062,3,2,1,1105,11,10,5,"HOV2",2,"W","Med",50,3,1,1,24
332475,3,1,2,1106,47,49,5,"SOV",0,"W","High",500,3,1,1,57
332576,2,1,1,1107,15,46,1,"HOV3",0,"H","Med",70,6,0,2,31
332863,1,1,2,1107,45,31,1,"SOV",0,"H","Med",80,4,1,1,46
331058,3,1,2,1108,31,2,1,"HOV2",0,"S","Med",70,4,0,1,15
331870,2,4,1,1108,43,5,1,"HOV2",2,"P","Med",45,4,0,2,61
332128,4,2,2,1108,29,23,5,"HOV2",2,"S","Med",55,4,0,1,17
332391,1,4,2,1108,28,44,5,"HOV2",2,"W","Med",55,4,1,1,54
333949,2,1,1,1108,17,40,1,"HOV3",0,"K","Med",35,3,1,2,25
210740,1,1,1,1109,24,21,1,"HOV2",0,"K","Med",85,2,1,2,37
210744,4,2,1,1109,49,6,1,"Walk",2,"S","Med",80,4,0,1,14
210840,2,2,2,1109,37,21,5,"HOV3",2,"L","Low",15,3,0,2,14
211187,1,1,1,1109,13,19,1,"SOV",0,"W","Med",50,2,1,1,23
212325,3,2,2,1109,46,24,5,"HOV2",2,"L","Med",25,6,0,1,19
212479,4,1,1,1109,20,24,1,"HOV2",0,"K","Med",45,4,0,1,1
213325,1,8,1,1109,49,11,1,"HOV2",2,"T","Med",25,1,0,2,66
210429,2,4,1,1110,29,5,1,"HOV3",2,"K","Low",15,5,0,1,32
213222,9,2,1,1110,8,19,5,"HOV2",2,"S","Med",40,12,0,1,13
213640,1,4,1,1110,21,22,1,"SOV",1,"W","Med",80,4,1,1,51
210690,1,4,1,1111,15,15,5,"SOV",2,"W","Med",65,2,1,1,47
212114,10,1,1,1111,8,16,1,"SOV",0,"H","Med",95,12,1,1,39
212835,2,2,1,1111,23,35,1,"SOV",0,"W","Med",80,5,1,2,43
212899,5,1,1,1111,13,7,1,"HOV3",0,"S","Med",60,12,0,2,10
213950,2,4,1,1111,11,10,1,"SOV",2,"R","Low",15,2,1,2,63
213982,3,1,1,1111,42,17,1,"HOV3",0,"S","Med",40,3,0,1,15
336296,1,1,1,1112,16,45,1,"HOV3",0,"P","Med",30,12,1,1,27
336369,1,2,2,1112,45,47,5,"HOV3",2,"R","Med",30,3,1,1,38
336392,2,2,1,1112,29,42,5,"SOV",2,"W","Low",20,5,1,1,34
336693,2,1,2,1112,45,10,1,"SOV",0,"L","Med",25,4,1,2,43
335826,1,3,1,1113,5,18,1,"SOV",1,"W","Med",25,1,1,2,40
336108,3,2,1,1113,38,23,1,"HOV3",2,"P","Med",85,4,0,1,11
336380,3,2,2,1113,13,20,1,"HOV2",2,"H","Med",30,3,0,2,22
336622,2,1,4,1113,46,50,5,"HOV2",0,"K","Med",70,3,1,2,74
337120,1,1,1,1113,21,43,1,"HOV3",0,"W","Med",90,12,1,1,48
283021,1,1,2,1117,20,4,5,"Walk",0,"R","Med",60,5,1,1,29
283108,1,2,1,1117,2,6,5,"SOV",2,"W","Med",40,4,1,1,67
284198,3,5,1,1117,15,22,5,"SOV",2,"S","Low",5,3,1,1,38
284873,4,1,5,1117,46,4,1,"SOV",0,"L","Med",95,5,1,2,42
285556,3,2,1,1117,28,50,5,"HOV3",2,"W","Med",40,4,1,2,25
285771,4,2,1,1117,27,39,1,"HOV3",2,"K","Med",35,4,0,1,2
282908,1,2,1,1118,33,28,1,"HOV2",2,"H","Low",20,1,1,1,73
282932,2,1,1,1118,22,20,1,"Walk",0,"K","Low",5,5,1,2,40
283149,1,1,1,1118,21,16,1,"Walk",0,"P","Med",25,1,0,2,75
283270,1,1,1,1118,48,45,5,"SOV",2,"W","Low",15,1,1,1,40
283699,1,3,1,1118,27,5,1,"SOV",2,"P","Med",30,5,1,1,40
283791,3,1,1,1118,12,23,1,"HOV2",0,"S","Med",40,6,0,2,8
283943,3,1,1,1118,19,41,1,"HOV3",0,"S","Med",40,4,0,1,5
284837,2,1,2,1118,44,3,1,"HOV3",0,"H","Med",50,5,1,2,34
285190,4,2,2,1118,26,12,1,"HOV3",2,"K","Med",60,4,0,2,17
338310,6,2,1,1119,13,18,5,"HOV3",2,"K","Med",45,6,0,1,9
338419,1,1,2,1122,40,40,1,"HOV2",0,"W","Med",75,4,1,1,42
338669,2,3,2,1122,11,49,1,"HOV2",2,"T","Low",20,5,1,1,33
208718,8,1,1,1123,14,17,1,"HOV3",0,"S","Low",15,12,0,1,8
208752,2,1,2,1123,30,37,5,"HOV2",0,"K","Med",35,4,1,2,35
209006,1,1,1,1123,44,29,1,"HOV3",0,"K","High",100,5,1,1,37
209080,6,1,1,1123,48,19,1,"HOV2",0,"S","Med",60,6,0,2,9
209997,1,1,1,1123,25,48,1,"SOV",0,"H","Med",45,4,1,1,28
210120,2,1,1,1123,31,34,1,"HOV3",0,"W","Med",30,3,1,2,38
307476,5,1,2,1130,27,36,1,"HOV3",0,"T","High",250,5,0,1,0
302284,1,2,2,1132,33,43,1,"SOV",2,"P","High",120,5,1,2,42
302297,8,2,1,1132,19,24,1,"SOV",2,"R","Med",30,12,1,1,21
302572,1,2,1,1132,34,3,1,"HOV3",2,"P","Med",45,6,0,2,79
302714,4,2,3,1132,6,38,5,"HOV3",2,"H","Med",30,20,1,1,21
303246,4,2,2,1132,12,22,5,"SOV",2,"S","High",140,4,0,1,17
303313,4,1,1,1132,22,6,1,"HOV2",0,"K","Low",15,4,0,1,20
303492,3,1,1,1132,29,49,1,"HOV2",0,"R","High",150,3,1,2,83
303684,2,2,1,1132,25,2,1,"HOV2",2,"K","Med",25,4,1,2,29
302280,1,2,1,1133,11,21,1,"HOV3",0,"W","Low",0,1,1,1,38
302377,1,2,2,1133,28,25,5,"Bike",2,"P","Low",5,1,1,1,56
302887,4,1,3,1133,39,6,5,"HOV2",0,"H","High",105,16,1,1,26
303018,4,2,4,1133,5,47,5,"HOV3",2,"L","Med",30,20,1,1,21
303637,4,2,2,1133,30,17,5,"HOV3",2,"L","Med",40,6,0,2,0
339980,3,1,2,1136,17,11,5,"SOV",0,"W","Med",50,3,1,2,21
340670,5,2,1,1136,41,36,5,"HOV2",2,"W","Med",70,6,1,2,19
341108,1,2,1,1136,1,7,1,"HOV2",2,"K","Med",50,4,1,1,39
339739,2,1,2,1137,36,25,5,"SOV",0,"R","High",110,2,1,2,36
340346,2,1,2,1137,25,23,5,"SOV",0,"L","High",135,6,1,2,37
340976,7,3,1,1138,45,34,1,"HOV3",2,"K","Med",95,12,0,1,0
280402,1,2,3,1139,5,30,5,"SOV",2,"H","Med",45,4,1,1,42
280708,7,2,1,1139,38,33,1,"HOV2",2,"S","Med",35,15,0,1,13
280807,1,2,1,1139,38,22,1,"HOV2",0,"W","Med",45,2,1,1,54
281382,1,1,3,1139,14,42,5,"SOV",0,"P","Med",45,4,1,1,31
281407,3,4,1,1139,37,24,1,"HOV2",2,"L","Med",35,3,0,2,1
281973,1,2,3,1139,17,49,1,"HOV3",2,"K","Med",35,3,1,1,29
282348,2,5,2,1139,47,10,5,"HOV3",2,"T","Med",65,4,1,2,45
280815,3,2,1,1143,44,16,1,"SOV",0,"W","Med",65,3,1,1,32
280824,1,1,2,1143,33,26,5,"SOV",0,"P","Med",55,2,1,1,25
280911,4,2,1,1143,21,26,1,"SOV",2,"W","Med",75,4,1,1,24
281332,3,3,2,1143,18,5,5,"HOV3",2,"R","Med",80,4,0,2,15
281546,3,2,1,1143,4,31,5,"Walk",2,"K","Low",15,4,1,1,31
282110,3,1,2,1143,38,26,5,"HOV3",0,"T","Med",30,3,0,1,14
282387,1,1,2,1143,36,15,5,"HOV3",0,"T","Med",45,4,1,1,27
301163,7,2,2,1144,4,23,5,"SOV",2,"W","Med",70,12,1,1,44
301299,3,2,5,1144,29,38,5,"HOV3",2,"P","Low",20,5,0,2,16
302051,1,3,2,1144,34,26,5,"SOV",2,"P","Med",65,2,1,1,35
304174,9,1,1,1146,33,42,1,"HOV3",0,"S","High",105,16,0,1,8
304920,2,1,3,1146,24,46,5,"SOV",0,"W","Med",65,3,1,2,38
304954,2,2,4,1146,16,13,5,"SOV",2,"K","Med",75,5,1,2,16
305012,3,1,1,1146,39,10,1,"Walk",0,"K","High",100,4,0,1,5
305029,3,3,2,1146,19,5,5,"HOV2",2,"P","High",110,5,1,1,18
305307,3,4,1,1146,43,47,1,"HOV2",2,"K","Med",75,5,1,1,50
304260,1,2,3,1147,4,42,5,"SOV",2,"K","High",100,4,1,1,59
304212,1,2,2,1148,17,41,1,"HOV2",2,"K","Low",20,3,1,1,45
299258,4,11,2,1149,49,35,5,"HOV2",2,"L","Med",70,13,0,1,73
299962,2,4,1,1149,34,35,1,"HOV2",1,"W","High",115,4,1,2,43
300447,3,1,1,1149,32,20,1,"HOV3",0,"T","Med",85,4,1,1,19
299472,3,2,1,1150,26,26,1,"HOV2",2,"L","Med",50,4,1,2,80
299536,3,2,1,1150,17,8,1,"HOV3",2,"K","Med",70,13,1,1,46
300014,3,1,1,1150,12,32,1,"HOV2",0,"S","Med",25,4,0,1,17
300115,1,4,1,1150,5,38,1,"HOV2",2,"W","Med",40,1,1,1,26
300144,2,2,1,1150,29,25,1,"HOV2",2,"H","High",175,2,1,2,64
300354,4,2,2,1150,45,40,5,"SOV",2,"T","Med",40,4,1,2,26
301088,16,2,2,1150,25,17,1,"SOV",2,"H","High",105,16,1,1,36
298818,1,1,1,1151,29,12,1,"SOV",0,"H","Low",15,1,1,2,45
297630,10,2,1,1152,27,6,1,"Walk",2,"K","High",105,16,0,1,7
297707,12,1,1,1152,20,39,1,"HOV3",0,"K","Med",60,13,1,2,34
298391,2,5,2,1152,46,30,5,"SOV",2,"W","Med",60,3,1,2,44
298913,17,2,1,1152,27,2,1,"Walk",2,"K","Low",15,19,1,1,26
297763,1,1,1,1153,38,21,1,"HOV3",0,"S","Low",15,3,1,1,20
297882,1,2,1,1153,19,4,1,"SOV",2,"P","Med",40,4,1,1,67
286479,2,2,1,1154,23,2,5,"SOV",2,"W","Med",40,4,1,2,37
286942,1,2,2,1155,11,8,1,"SOV",2,"H","Med",40,2,1,1,22
287592,4,1,1,1155,32,44,1,"HOV2",0,"S","Med",50,4,0,1,7
287663,1,7,1,1155,48,39,1,"Walk",2,"H","Low",0,1,1,1,34
288066,3,2,2,1155,24,49,5,"HOV3",2,"H","Med",85,5,0,2,12
287190,1,3,1,1156,19,14,5,"SOV",2,"W","Med",35,5,1,1,38
287194,1,4,1,1156,4,30,5,"HOV3",2,"L","Low",15,1,1,1,71
288513,1,2,1,1156,49,13,5,"SOV",2,"W","Low",20,4,1,1,42
288743,3,1,2,1156,43,36,1,"HOV2",0,"K","Low",15,3,1,2,26
287960,2,1,1,1157,7,39,1,"SOV",0,"W","Med",35,2,1,1,40
353188,15,5,1,1200,33,33,5,"SOV",1,"W","High",105,16,1,1,23
352744,3,1,2,1201,29,26,5,"HOV3",0,"H","High",100,5,0,2,6
353542,1,1,1,1201,29,17,1,"SOV",0,"W","High",200,4,1,1,42
353888,2,1,1,1201,38,29,1,"SOV",2,"W","Med",80,2,1,2,40
353920,1,2,1,1201,47,48,5,"SOV",2,"W","Med",60,4,1,1,49
326988,3,2,2,1205,10,48,5,"HOV2",2,"H","Med",55,3,1,1,28
326360,6,1,1,1207,9,27,1,"Walk",0,"S","High",175,12,0,2,5
326922,4,3,1,1207,40,39,1,"SOV",0,"W","Med",55,5,1,1,28
327722,6,4,2,1207,7,8,5,"HOV2",2,"K","Med",35,13,0,1,1
328110,2,1,2,1207,11,2,5,"HOV2",0,"H","Med",45,3,1,2,76
328517,4,3,2,1207,9,3,5,"HOV3",2,"H","Med",65,12,0,2,26
326485,1,2,2,1212,41,30,5,"HOV3",2,"H","Med",35,5,1,1,30
326874,1,4,1,1212,3,47,5,"HOV2",2,"S","Med",45,4,1,1,41
365488,1,2,5,1213,9,7,5,"HOV2",2,"K","Low",10,5,0,2,60
368916,2,1,1,1213,10,19,1,"HOV3",0,"S","Low",-5,5,0,2,11
364837,4,1,1,1215,16,6,1,"HOV2",0,"K","Med",50,4,0,1,4
369070,1,2,1,1215,14,40,5,"SOV",2,"W","Med",55,2,1,2,38
364668,12,1,1,1216,33,45,1,"HOV3",0,"S","High",105,16,1,2,18
365555,2,1,2,1216,38,24,1,"HOV2",0,"K","Med",95,5,1,2,37
365865,3,1,1,1216,33,14,5,"HOV2",0,"L","Med",45,6,0,2,16
366164,2,2,1,1216,25,27,1,"SOV",1,"W","Med",95,3,1,2,45
366440,2,2,1,1216,6,40,1,"HOV3",2,"C","Med",95,5,1,2,47
